ID,Affect, Article, Cause, Certain, Cogproc, Discrep, Insight, Motion, Negate, Negemo, They, SheHe, Prep, Ppron, Posemo, I, We, See, Hear, Social, Space, Tentat, Time, Conj, Excl, Incl, FocusPresent, FocusFuture, FocusPast, Differ, Reward, Risk, Quant, Compare, Swear, Netspeak, Interrog, You,Conj, Affiliation, Power,NN, NNP, PRP, PRP$, WP, DT, WDT, CD, RB, UH, VB, JJ, VBD, VBG, VBN, VBP, VBZ, MD,avg word length,Content Diversity,noun phrase count,noun phrase avg length,redundancy,sentences,words,big words,words captured %,syllables,syllables per word,flesh kincaid,fog index,smog index,avg words per sentence,NP avg length,stop words %,capital words,label
13,3,2,0,1,1,0,0,0,1,0,0,0,5,7,3,4,0,1,0,4,2,0,1,2,0,2,3,2,2,0,1,0,1,0,0,0,0,3,2,1,1,4,0,1,2,0,4,0,0,0,0,4,2,0,2,0,0,1,0,4.025641026,0.783783784,6,2.166666667,1.4,3,39,7,0.008426121,47,1.205128205,3.700512821,6.225641026,6.4273556,13,2.166666667,0.594594595,2,0
14,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,3.25,1,3,1.333333333,3,1,8,0,0.00210653,9,1.125,0.805,3.2,3.1291,8,1.333333333,0.75,8,0
15,1,2,1,0,3,0,1,0,0,0,0,0,2,1,1,0,0,0,2,2,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2,0,8,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,6.095238095,0.888888889,3,3,0.545454545,3,21,4,0.002708396,28,1.333333333,2.873333333,6.60952381,7.793537801,7,3,0.388888889,1,1
16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,3.6,1,1,1,0.666666667,1,5,1,0.000902799,6,1.2,0.52,2,3.1291,5,1,0.4,0,0
17,0,0,2,0,3,0,1,0,0,0,0,2,1,5,0,2,0,0,0,3,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,2,1,1,2,0,0,5,0,1,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,3.052631579,0.888888889,2,1.5,0.727272727,3,19,2,0.003611195,22,1.157894737,0.543157895,4.638596491,6.4273556,6.333333333,1.5,0.388888889,0,0
19,1,1,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,2,0,9,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,4.703703704,0.888888889,8,1.75,0.333333333,3,27,7,0.00210653,36,1.333333333,3.653333333,6.562962963,7.793537801,9,1.75,0.166666667,3,1
20,1,0,1,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,4.125,1,1,2,2,1,8,1,0.001805597,11,1.375,3.755,8.2,8.841846275,8,2,0.625,0,0
23,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,3,0,0,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,0,2,0,2,1,0,1,6,0,0,1,0,0,0,0,3,0,1,2,0,0,0,0,0,0,3.3,0.789473684,8,1.375,0.571428571,3,20,1,0.003310262,23,1.15,0.58,2.666666667,3.1291,6.666666667,1.375,0.263157895,1,0
24,1,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,0,0,0,2,2,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,1,1,4,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,4.090909091,1,2,1.5,1.2,2,11,2,0.002708396,13,1.181818182,0.500454545,2.2,3.1291,5.5,1.5,0.545454545,1,0
25,4,1,0,0,3,0,1,1,1,3,0,1,2,5,1,4,0,0,0,1,1,0,1,2,3,0,5,0,0,2,1,0,0,0,1,2,1,0,2,0,1,6,0,2,0,0,2,0,0,3,0,2,3,1,1,0,2,0,1,3.733333333,0.928571429,4,1.5,1,6,30,2,0.006620524,37,1.233333333,0.913333333,3.333333333,5.461318901,5,1.5,0.464285714,3,0
26,1,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0.333333333,1,5,1,0.001203732,8,1.6,5.24,10,8.841846275,5,0,0.4,0,0
27,1,3,1,0,2,0,1,1,0,0,0,0,1,7,1,1,0,0,0,8,2,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,6,0,1,1,9,0,1,2,0,3,0,0,0,0,1,0,1,2,0,0,0,0,3.379310345,0.785714286,6,1.833333333,1.25,5,29,0,0.006620524,32,1.103448276,-0.307310345,2.32,3.1291,5.8,1.833333333,0.571428571,0,0
28,0,1,0,0,2,1,1,1,0,0,0,0,0,4,0,2,1,0,0,2,2,1,2,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,4,0,2,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,3.055555556,0.928571429,2,1.5,1.666666667,2,18,1,0.003310262,19,1.055555556,0.375555556,3.6,3.1291,9,1.5,0.571428571,2,0
29,1,0,0,0,3,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,1,0,1,4.083333333,1,3,1,0.857142857,5,12,2,0.002708396,16,1.333333333,1.079333333,4.293333333,5.683917802,2.4,1,0.416666667,1,0
30,1,0,1,3,8,1,0,0,2,0,0,0,3,3,1,1,1,1,0,2,0,1,2,1,3,1,4,0,1,3,0,0,1,0,0,0,1,1,1,1,0,0,0,3,0,0,1,0,1,2,0,2,2,1,1,0,1,0,0,3.586206897,0.846153846,0,0,1.888888889,2,29,1,0.005416792,32,1.103448276,3.085689655,7.179310345,7.16862163,14.5,0,0.653846154,0,0
31,2,0,0,0,2,0,0,3,1,1,0,3,7,5,1,0,1,0,0,6,5,0,1,5,2,5,1,0,7,2,2,0,0,1,0,0,0,1,5,1,2,3,0,4,0,0,1,0,0,6,0,0,2,3,2,0,2,1,0,3.380952381,0.846153846,3,1.333333333,1.411764706,8,42,1,0.008426121,47,1.119047619,-0.337738095,3.052380952,5.148860815,5.25,1.333333333,0.564102564,0,0
32,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.833333333,1,1,1,1.333333333,1,6,1,0.001805597,7,1.166666667,0.516666667,2.4,3.1291,6,1,0.5,1,0
33,1,2,0,1,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,3.941176471,0.941176471,2,1.5,2.2,2,17,2,0.003912128,20,1.176470588,1.607352941,3.4,3.1291,8.5,1.5,0.705882353,0,0
36,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.454545455,1,1,2,1.2,1,11,1,0.001805597,12,1.090909091,1.572727273,4.4,3.1291,11,2,0.444444444,1,0
37,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.625,1,2,2.5,1,1,8,0,0.002407463,9,1.125,0.805,3.2,3.1291,8,2.5,0.5,2,0
38,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5,1,1,2,0.5,2,4,1,0.000902799,6,1.5,2.89,0.8,3.1291,2,2,0,1,0
39,0,0,2,0,9,1,1,1,1,0,0,0,3,5,0,3,0,1,0,4,0,5,1,5,4,1,3,0,3,3,0,0,0,0,0,0,2,2,5,2,0,2,0,2,0,0,0,0,0,4,0,4,1,3,2,0,0,0,1,3.696969697,0.8,3,1.333333333,1.909090909,4,33,5,0.007523322,45,1.363636364,3.718409091,5.724242424,7.16862163,8.25,1.333333333,0.633333333,1,0
40,2,1,0,1,2,1,0,1,0,0,0,0,3,1,2,1,0,0,0,0,0,0,2,0,1,1,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,2,4,0,0,0,0,0,0,3.705882353,1,3,1.666666667,1,4,17,1,0.003912128,21,1.235294118,0.643970588,4.052941176,5.985473137,4.25,1.666666667,0.470588235,1,0
41,2,0,0,1,5,2,0,0,0,0,0,0,2,11,3,6,0,0,0,7,0,1,0,1,1,0,5,0,1,1,1,0,2,1,0,0,0,5,1,1,0,4,0,1,1,0,1,0,0,1,0,1,2,1,0,0,0,0,0,3.357142857,0.714285714,3,2,1.363636364,7,28,1,0.007523322,35,1.25,0.72,4.457142857,6.182691328,4,2,0.607142857,5,0
42,2,1,0,0,0,0,0,0,0,0,0,0,4,4,2,0,2,0,0,7,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,2,0,2,0,4,0,7,0,2,2,0,1,0,0,1,0,2,4,0,0,0,0,0,0,4.419354839,0.851851852,7,2,0.5625,3,31,5,0.005115859,38,1.225806452,2.904516129,6.713978495,7.793537801,10.33333333,2,0.407407407,1,1
43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3.75,1,1,1,3,1,4,0,0.001203732,5,1.25,0.72,1.6,3.1291,4,1,0.75,4,0
44,3,0,0,0,1,1,0,0,0,0,0,0,1,4,3,2,0,0,0,3,1,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.285714286,0.916666667,3,1.333333333,0.857142857,3,14,1,0.003009329,16,1.142857143,-0.284285714,1.866666667,3.1291,4.666666667,1.333333333,0.416666667,2,0
45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.2,1,3,1.333333333,1,2,5,1,0.000601866,6,1.2,-0.455,1,3.1291,2.5,1.333333333,0.5,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.111111111,1,3,1,0.6,1,9,2,0.001504664,14,1.555555556,6.275555556,8.044444444,8.841846275,9,1,0.375,0,0
47,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,5,1,1,1,0.5,1,5,1,0.001203732,7,1.4,2.88,2,3.1291,5,1,0.2,0,0
48,1,1,0,0,4,3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,3,0,1,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,2,0,2,1,0,0,0,0,2,1,3.533333333,1,2,1.5,1,1,15,1,0.003009329,17,1.133333333,3.633333333,8.666666667,8.841846275,15,1.5,0.357142857,1,0
49,5,2,1,0,4,1,1,1,1,5,0,0,3,5,0,4,0,0,0,1,0,0,0,1,1,0,6,0,2,1,0,0,0,0,0,1,1,1,1,0,2,3,0,0,0,0,2,0,0,2,0,2,4,1,1,0,0,0,1,3.484848485,0.833333333,5,1.8,1.133333333,4,33,5,0.006921457,40,1.212121212,1.930530303,5.724242424,7.16862163,8.25,1.8,0.5,5,0
50,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,1,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3.75,0.833333333,3,1.333333333,1.4,2,12,1,0.002708396,12,1,-1.45,2.4,3.1291,6,1.333333333,0.583333333,0,0
51,1,3,0,0,3,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,2,1,2,0,1,3,0,0,1,1,0,1,2,0,0,0,1,2,0,0,3,0,1,0,0,1,0,0,2,0,0,3,0,0,0,3,0,0,3.541666667,0.85,3,2.333333333,0.846153846,1,24,2,0.004513993,28,1.166666667,7.536666667,11.26666667,8.841846275,24,2.333333333,0.35,1,0
52,0,1,0,0,1,0,0,1,0,0,0,1,1,2,0,0,1,0,0,2,2,0,3,1,1,0,1,2,0,1,0,0,0,0,0,1,0,0,1,1,0,7,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,3.823529412,1,4,2.5,0.6,2,17,4,0.003009329,22,1.294117647,2.995588235,5.752941176,7.16862163,8.5,2.5,0.375,1,0
53,7,1,1,2,7,1,3,0,1,0,0,0,4,14,4,9,0,0,0,7,1,1,3,5,0,2,3,0,7,0,1,0,1,2,0,0,0,5,5,0,1,3,0,2,1,0,2,0,0,3,0,2,4,7,2,0,0,1,1,3.8,0.679245283,2,2.5,1.65,7,60,6,0.01354198,77,1.283333333,2.896190476,5.428571429,6.868970319,8.571428571,2.5,0.622641509,6,0
54,2,2,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,3,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,6,0,0,0,0,1,0,0,0,0,2,4,0,0,0,1,0,1,4.272727273,0.863636364,8,2.375,0.222222222,6,22,3,0.003009329,30,1.363636364,1.930909091,3.284848485,5.461318901,3.666666667,2.375,0.181818182,3,1
55,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,1,3.928571429,1,3,1.666666667,1,3,14,3,0.002407463,18,1.285714286,1.401428571,4.723809524,6.4273556,4.666666667,1.666666667,0.5,1,0
56,3,0,0,1,1,0,0,1,1,1,0,0,2,1,2,0,0,0,0,2,1,0,2,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,4.24137931,1,8,2.125,0.461538462,8,29,7,0.003912128,35,1.206896552,0.06512931,2.829310345,5.148860815,3.625,2.125,0.315789474,3,1
57,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.857142857,1,1,1,0.5,1,7,1,0.001504664,10,1.428571429,3.997142857,2.8,3.1291,7,1,0.333333333,1,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.75,1,0,0,1,1,4,1,0.000902799,4,1,-2.23,1.6,3.1291,4,0,0.5,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.875,1,2,1.5,1,1,8,0,0.001203732,11,1.375,3.755,3.2,3.1291,8,1.5,0.5,0,0
60,2,1,1,0,1,0,0,2,0,2,0,0,4,5,0,2,0,0,0,3,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,1,5,0,2,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,3.192307692,0.956521739,4,1.75,1,3,26,2,0.005115859,28,1.076923077,0.497692308,3.466666667,3.1291,8.666666667,1.75,0.52173913,1,0
61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.222222222,0.777777778,3,1.666666667,0.125,2,9,2,0.001504664,13,1.444444444,3.209444444,6.244444444,7.16862163,4.5,1.666666667,0.111111111,0,0
62,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.333333333,1,2,1.5,1,1,6,1,0.000902799,7,1.166666667,0.516666667,2.4,3.1291,6,1.5,0.5,1,0
63,2,0,0,1,2,1,0,1,0,0,0,0,1,2,1,2,0,0,0,0,0,1,2,1,1,1,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,2,1,0,0,1,0,1,3.583333333,1,1,2,1,1,12,2,0.003009329,16,1.333333333,4.823333333,8.133333333,8.841846275,12,2,0.5,1,0
64,4,0,0,0,0,0,0,0,0,2,0,2,1,4,2,2,0,1,2,4,1,0,2,1,0,0,1,1,3,0,0,0,1,0,0,2,0,0,1,0,0,7,0,1,0,0,0,0,0,2,0,2,4,1,0,0,1,1,0,3.541666667,0.833333333,2,3.5,0.388888889,3,24,2,0.005115859,28,1.166666667,1.296666667,3.2,3.1291,8,3.5,0.25,0,0
66,1,0,0,1,2,0,0,1,0,0,0,0,2,4,1,2,0,0,1,2,0,0,2,1,1,0,3,1,0,1,0,0,1,0,0,2,1,2,1,0,0,4,0,1,0,0,2,1,0,1,0,1,3,0,0,0,2,1,2,4.043478261,0.952380952,6,1.5,1,3,23,3,0.003912128,30,1.304347826,2.791304348,6.544927536,7.793537801,7.666666667,1.5,0.476190476,0,0
68,0,1,0,1,1,0,0,1,0,0,0,0,3,1,0,0,0,0,1,2,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,1,0,1,3.875,1,2,3,1.6,2,16,2,0.003009329,19,1.1875,1.5425,5.7,7.16862163,8,3,0.615384615,0,1
69,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.25,1,1,3,1,1,8,0,0.001504664,8,1,-0.67,3.2,3.1291,8,3,0.5,1,0
70,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,3.75,1,3,1.666666667,0.333333333,3,8,0,0.001504664,9,1.125,-1.275,1.066666667,3.1291,2.666666667,1.666666667,0.25,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1,1,1,1.5,1,5,1,0.001203732,6,1.2,0.52,2,3.1291,5,1,0.6,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,3.5,1,4,2,0.5,3,10,1,0.001504664,12,1.2,-0.13,1.333333333,3.1291,3.333333333,2,0.272727273,10,0
73,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.857142857,0.857142857,2,1,6,1,7,3,0.001805597,8,1.142857143,0.625714286,2.8,3.1291,7,1,0.857142857,1,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2.6,1,0,0,2,1,5,0,0.001504664,5,1,-1.84,2,3.1291,5,0,0.6,1,0
75,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3.666666667,1,1,1,1,2,9,1,0.002407463,10,1.111111111,-0.723888889,1.8,3.1291,4.5,1,0.555555556,1,0
76,4,1,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,1,0,0,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.866666667,0.928571429,3,1.333333333,1.5,2,15,3,0.003912128,20,1.333333333,3.068333333,8.333333333,8.841846275,7.5,1.333333333,0.571428571,0,0
77,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,1,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3.363636364,0.909090909,1,1,1.4,1,11,1,0.002407463,12,1.090909091,1.572727273,4.4,3.1291,11,1,0.545454545,1,0
78,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3.375,1,2,1,5,1,8,1,0.001504664,11,1.375,3.755,8.2,8.841846275,8,1,0.833333333,0,0
79,0,2,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,4,0,0,1,0,2,0,0,3,0,0,2,0,1,0,0,0,0,3.411764706,1,2,2.5,1.666666667,3,17,1,0.003310262,18,1.058823529,-0.885882353,2.266666667,3.1291,5.666666667,2.5,0.625,0,0
