ID,Affect, Article, Cause, Certain, Cogproc, Discrep, Insight, Motion, Negate, Negemo, They, SheHe, Prep, Ppron, Posemo, I, We, See, Hear, Social, Space, Tentat, Time, Conj, Excl, Incl, FocusPresent, FocusFuture, FocusPast, Differ, Reward, Risk, Quant, Compare, Swear, Netspeak, Interrog, You,Conj, Affiliation, Power,NN, NNP, PRP, PRP$, WP, DT, WDT, CD, RB, UH, VB, JJ, VBD, VBG, VBN, VBP, VBZ, MD,avg word length,Content Diversity,noun phrase count,noun phrase avg length,redundancy,sentences,words,big words,words captured %,syllables,syllables per word,flesh kincaid,fog index,smog index,avg words per sentence,NP avg length,stop words %,capital words,label
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,4.666666667,1,1,3,1,1,6,1,0.000902799,7,1.166666667,0.516666667,2.4,3.1291,6,3,0.5,0,1
11,1,2,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,4,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1,3.75,0.933333333,3,1.666666667,0.875,1,16,2,0.002708396,20,1.25,5.4,11.4,11.20814326,16,1.666666667,0.466666667,0,1
12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,4.272727273,0.727272727,2,2,1.75,2,11,2,0.002708396,15,1.363636364,2.645909091,5.836363636,7.16862163,5.5,2,0.636363636,0,1
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2.75,1,0,0,3,1,4,0,0.000902799,4,1,-2.23,1.6,3.1291,4,0,0.75,0,1
14,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,2,0,0,2,0,0,2,0,0,0,1,0,0,4.375,0.9375,5,1.2,1,1,16,2,0.002407463,21,1.3125,6.1375,11.4,11.20814326,16,1.2,0.5,0,1
15,1,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,1,0,2,1,1,0,2,0,1,2,0,2,0,0,0,2,1,0,0,0,1,2,0,1,3,0,2,0,0,3,0,0,1,0,0,3,2,1,0,0,1,0,3.75,0.95,2,3,1.5,1,20,2,0.004513993,26,1.3,7.55,10,8.841846275,20,3,0.6,0,0
16,1,2,2,1,4,0,1,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,2,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,1,1,4,0,0,0,0,3,0,1,1,0,2,3,0,0,0,1,0,2,4.142857143,1,4,2.75,0.769230769,1,21,4,0.00421306,29,1.380952381,8.895238095,10.3047619,8.841846275,21,2.75,0.380952381,2,1
17,0,0,0,0,5,0,0,1,0,0,0,0,5,1,0,1,0,0,0,0,2,3,0,1,1,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,1,5,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,4.923076923,0.904761905,13,1.307692308,0.9,1,26,6,0.003310262,40,1.538461538,12.70384615,15.01538462,13.0238668,26,1.307692308,0.523809524,1,1
20,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3.076923077,1,2,2,1.75,1,13,0,0.002708396,14,1.076923077,2.187692308,5.2,3.1291,13,2,0.636363636,1,1
21,0,1,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,3.625,1,3,1.333333333,2.5,1,16,1,0.00210653,19,1.1875,4.6625,6.4,3.1291,16,1.333333333,0.692307692,0,1
22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,5.75,1,1,2,1,1,8,4,0.001203732,14,1.75,8.18,13.2,11.20814326,8,2,0.5,0,1
23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,4.333333333,1,1,3,1,1,12,1,0.001504664,16,1.333333333,4.823333333,8.133333333,8.841846275,12,3,0.4,0,1
24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,3.2,1,2,2,0.666666667,1,5,0,0.000902799,5,1,-1.84,2,3.1291,5,2,0.4,0,1
25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,3,1,5,0,0.000902799,5,1,-1.84,2,3.1291,5,0,0.75,1,1
26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,4.181818182,0.818181818,2,2,1,1,11,2,0.00210653,15,1.363636364,4.790909091,4.4,3.1291,11,2,0.454545455,0,1
27,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,3.2,1,1,3,1.5,1,5,1,0.000902799,6,1.2,0.52,2,3.1291,5,3,0.6,0,1
28,2,0,0,0,2,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,2,1,0,2,0,1,2,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,2,1,0,0,0,0,1,4,0.923076923,3,1.666666667,1,1,17,2,0.003310262,24,1.411764706,7.698823529,9.152941176,8.841846275,17,1.666666667,0.461538462,1,1
29,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,6.5,1,0,0,0.666666667,1,4,2,0.000601866,8,2,9.57,11.6,8.841846275,4,0,0.25,0,1
30,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.4,0.8,2,2,1.5,1,5,1,0.000902799,6,1.2,0.52,2,3.1291,5,2,0.6,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,1,0,0,2,1,3,1,0.000300933,5,1.666666667,5.246666667,14.53333333,8.841846275,3,0,0.666666667,0,0
32,0,0,0,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.625,1,1,1,3,1,8,2,0.001504664,11,1.375,3.755,8.2,8.841846275,8,1,0.75,1,0
33,1,3,1,0,2,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,4,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,1,4.5,0.8125,3,2.333333333,2.2,1,16,4,0.003310262,23,1.4375,7.6125,11.4,11.20814326,16,2.333333333,0.6875,1,0
34,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,1,0,2,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,1,4.705882353,0.941176471,4,2,1.142857143,1,17,3,0.002708396,24,1.411764706,7.698823529,11.50588235,11.20814326,17,2,0.588235294,3,1
35,1,2,0,0,1,0,0,1,0,0,2,0,1,2,1,0,0,0,0,2,1,1,1,3,0,2,3,1,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,1,1,0,1,0,0,2,0,0,1,0,1,0,0,0,2,5.157894737,0.842105263,3,2,1.222222222,1,19,4,0.003912128,31,1.631578947,11.07263158,13.91578947,13.0238668,19,2,0.526315789,0,1
36,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,4.25,1,3,2.333333333,1.2,1,12,2,0.002407463,17,1.416666667,5.806666667,11.46666667,11.20814326,12,2.333333333,0.583333333,0,1
37,2,3,1,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,3,1,1,2,1,4,1,0,0,1,0,0,1,1,0,0,0,0,2,1,0,6,0,0,0,0,2,0,0,0,0,0,3,0,1,0,2,0,1,3.96,0.875,6,2.166666667,1,1,25,2,0.004814926,33,1.32,9.736,13.2,11.20814326,25,2.166666667,0.541666667,0,1
38,1,6,0,0,3,1,0,0,0,0,0,0,4,2,1,0,0,2,0,3,1,3,2,2,1,2,4,1,0,1,1,0,1,0,0,0,0,2,2,0,0,8,0,1,0,0,5,0,1,0,0,1,2,1,4,0,0,0,0,4.333333333,0.882352941,8,2.375,0.888888889,1,33,7,0.006921457,44,1.333333333,13.01333333,18.04848485,14.55459255,33,2.375,0.470588235,0,1
39,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,4,1,0,0,2.5,1,8,1,0.001805597,11,1.375,3.755,8.2,8.841846275,8,0,0.714285714,1,1
40,2,0,1,1,2,0,0,0,0,2,0,0,4,0,1,0,0,1,0,1,1,0,1,3,0,2,2,0,1,0,0,1,0,1,0,0,0,0,3,1,0,6,0,1,0,0,1,0,0,1,0,0,3,1,1,0,1,0,0,4.347826087,0.913043478,4,1.5,1.090909091,1,23,4,0.00421306,31,1.347826087,9.284347826,12.67826087,11.20814326,23,1.5,0.52173913,1,0
41,2,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,0,0,0,2,5.181818182,0.909090909,2,2,1,1,11,4,0.00210653,18,1.636363636,8.009090909,11.67272727,11.20814326,11,2,0.454545455,0,0
42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,4.111111111,1,1,3,1.5,1,9,1,0.001203732,10,1.111111111,1.031111111,3.6,3.1291,9,3,0.555555556,0,0
43,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,7,1,0,0,0.5,1,3,2,0,8,2.666666667,17.04666667,14.53333333,8.841846275,3,0,0.333333333,0,0
44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8.5,1,0,0,1,1,2,1,0,5,2.5,14.69,20.8,8.841846275,2,0,0.5,0,0
45,1,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,1,0,0,2,0,0,2,1,0,0,1,0,0,4.6875,0.875,3,2.333333333,1.571428571,1,16,4,0.003009329,23,1.4375,7.6125,11.4,11.20814326,16,2.333333333,0.5625,0,1
46,1,1,0,1,2,0,0,0,1,0,0,1,1,3,1,2,0,1,0,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,0,0,3.214285714,0.923076923,2,1.5,1.333333333,1,14,0,0.002708396,15,1.071428571,2.512857143,5.6,3.1291,14,1.5,0.538461538,2,0
47,0,2,0,0,2,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,3.090909091,0.909090909,2,2,1.166666667,1,11,0,0.002708396,11,1,0.5,4.4,3.1291,11,2,0.454545455,2,0
48,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,3.5,1,2,1.5,1.75,1,12,1,0.001805597,13,1.083333333,1.873333333,4.8,3.1291,12,1.5,0.636363636,0,1
49,5,4,0,0,2,1,0,0,0,0,0,0,2,0,5,0,0,1,0,2,0,1,0,1,0,2,4,0,2,0,1,0,0,1,0,0,0,0,1,2,0,2,0,1,0,0,2,0,0,2,0,1,2,0,2,0,1,1,2,4.192307692,0.916666667,4,3,1.153846154,1,26,1,0.005115859,33,1.269230769,9.526923077,10.4,3.1291,26,3,0.458333333,0,1
50,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,4.9,0.888888889,2,2,1.25,1,10,2,0.00210653,16,1.6,7.19,12,11.20814326,10,2,0.555555556,0,0
51,2,3,0,1,4,0,1,0,1,2,0,0,4,2,0,2,0,1,0,0,1,1,4,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,2,0,0,3,0,0,2,2,2,0,0,0,1,4.96,0.92,3,2.333333333,1.076923077,1,25,7,0.005416792,39,1.56,12.568,11.6,8.841846275,25,2.333333333,0.48,1,0
52,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,1,0,1,0,1,1,1,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,3,0,0,0,2,1,0,1,0,0,4.083333333,1,0,0,2.25,1,12,2,0.002708396,16,1.333333333,4.823333333,8.133333333,8.841846275,12,0,0.666666667,1,0
53,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,6.2,1,1,2,0.666666667,1,5,2,0.000601866,9,1.8,7.6,18,11.20814326,5,2,0.4,0,0
54,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,4.25,0.857142857,4,2,2.5,1,12,2,0.001504664,15,1.25,3.84,4.8,3.1291,12,2,0.714285714,0,0
55,1,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,1,0,0,1,2,0,0,0,0,2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,4.666666667,0.833333333,3,2,1.166666667,1,12,3,0.002708396,18,1.5,6.79,11.46666667,11.20814326,12,2,0.5,0,0
56,3,2,0,1,5,0,0,0,1,3,1,0,2,1,0,0,0,0,0,2,1,1,1,3,4,0,1,1,1,3,0,0,0,0,0,0,3,0,3,0,0,4,0,1,0,1,1,0,0,4,0,0,1,2,0,0,1,0,0,4.625,0.958333333,5,1.6,1.166666667,1,24,5,0.004814926,33,1.375,9.995,12.93333333,11.20814326,24,1.6,0.5,0,0
57,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,4.888888889,1,2,1.5,1.25,1,9,3,0.00210653,14,1.555555556,6.275555556,8.044444444,8.841846275,9,1.5,0.555555556,0,1
58,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,1.5,1,4,0,0.000902799,6,1.5,3.67,11.6,8.841846275,4,0,0.5,1,1
59,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.714285714,0.714285714,2,3,0.75,1,7,1,0.001504664,9,1.285714286,2.311428571,8.514285714,8.841846275,7,3,0.428571429,1,1
60,1,4,1,0,2,0,0,2,0,1,0,0,6,4,0,0,0,0,0,4,2,1,2,1,0,1,1,0,2,0,0,0,1,0,0,0,0,4,1,0,0,5,0,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,1,3.384615385,0.730769231,6,2,1.5,1,26,1,0.006921457,27,1.038461538,6.803846154,10.4,3.1291,26,2,0.615384615,0,1
61,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,3.555555556,0.888888889,2,2,1.5,1,9,0,0.001805597,12,1.333333333,3.653333333,8.044444444,8.841846275,9,2,0.555555556,0,1
62,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,1,1,1,1,9,0,0.001504664,11,1.222222222,2.342222222,3.6,3.1291,9,1,0.5,1,1
63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,1,0.000300933,2,2,8.4,0.4,3.1291,1,0,0,0,1
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,1,1,-3.4,0.4,3.1291,1,0,0,0,1
65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,3.571428571,1,1,3,0.75,1,7,0,0.001203732,7,1,-1.06,2.8,3.1291,7,3,0.428571429,1,1
66,4,3,0,0,2,1,1,0,0,3,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,1,0,2,0,0,1,0,0,2,1,1,0,1,0,3,4.352941176,0.941176471,4,3,0.888888889,1,17,6,0.003009329,23,1.352941176,7.004705882,6.8,3.1291,17,3,0.470588235,1,0
67,1,1,0,2,3,1,0,0,1,0,0,0,2,1,1,1,0,1,0,1,1,1,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,0,1,1,0,2,0,0,1,0,0,2,1,0,0,2,1,0,4.166666667,1,3,1.666666667,1.111111111,1,18,3,0.003611195,25,1.388888889,7.818888889,11.64444444,11.20814326,18,1.666666667,0.5,0,1
68,2,2,1,1,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,4,0,0,3,0,0,2,2,0,0,0,0,0,4.411764706,0.9375,2,2,1.428571429,1,17,3,0.003009329,23,1.352941176,7.004705882,11.50588235,11.20814326,17,2,0.5625,0,0
69,0,0,1,0,6,2,2,1,1,0,0,3,5,4,0,1,0,0,0,4,2,1,0,2,0,3,2,0,2,0,0,0,0,0,0,0,1,0,2,0,0,3,0,1,1,0,1,0,0,4,0,4,1,1,1,0,1,2,0,4.394736842,0.882352941,6,2,1.533333333,1,38,9,0.006620524,51,1.342105263,15.06684211,18.35789474,13.0238668,38,2,0.558823529,2,0
70,0,1,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,3,0,1,1,2,1,0,0,0,0,4.55,0.894736842,3,2,1.714285714,1,20,3,0.003611195,29,1.45,9.32,12,11.20814326,20,2,0.631578947,0,0
71,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0,4,1,2,3.5,1,1,10,2,0.00210653,12,1.2,2.47,4,3.1291,10,3.5,0.5,0,0
72,2,1,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4.666666667,0.833333333,1,3,1,1,6,1,0.001504664,9,1.5,4.45,9.066666667,8.841846275,6,3,0.666666667,0,0
