ID,Affect, Article, Cause, Certain, Cogproc, Discrep, Insight, Motion, Negate, Negemo, They, SheHe, Prep, Ppron, Posemo, I, We, See, Hear, Social, Space, Tentat, Time, Conj, Excl, Incl, FocusPresent, FocusFuture, FocusPast, Differ, Reward, Risk, Quant, Compare, Swear, Netspeak, Interrog, You,Conj, Affiliation, Power,NN, NNP, PRP, PRP$, WP, DT, WDT, CD, RB, UH, VB, JJ, VBD, VBG, VBN, VBP, VBZ, MD,avg word length,Content Diversity,noun phrase count,noun phrase avg length,redundancy,sentences,words,big words,words captured %,syllables,syllables per word,flesh kincaid,fog index,smog index,avg words per sentence,NP avg length,stop words %,capital words,label
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0,0,0,1,2,0,0,4,2,8.79,0.8,3.1291,2,0,0,0,0
54,1,0,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,0.875,0,0,3,1,8,2,0.001805597,12,1.5,5.23,13.2,11.20814326,8,0,0.75,0,0
55,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,1.5,1.5,1,7,1,0.001504664,8,1.142857143,0.625714286,2.8,3.1291,7,1.5,0.666666667,0,1
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,0,1,1,1,0,1,1,-3.4,0.4,3.1291,1,1,0,1,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3.9,0.875,0,0,0.8,2,10,2,0.001203732,12,1.2,0.52,2,3.1291,5,0,0.375,0,1
58,3,3,1,1,7,1,2,0,0,2,1,2,5,5,1,0,0,0,1,5,3,2,5,2,1,0,3,0,4,2,0,0,0,2,0,1,2,2,2,0,0,14,0,5,0,0,2,0,0,2,0,1,2,2,0,0,1,0,0,3.934782609,0.844444444,10,2.2,0.92,7,46,3,0.009027987,54,1.173913043,0.825031056,3.498136646,5.288315135,6.571428571,2.2,0.444444444,3,0
59,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.183673469,1,2,48.5,0.666666667,2,98,0,0.000902799,98,1,15.32,19.6,3.1291,49,48.5,0.4,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333,1,2,1.5,1,1,6,1,0.000601866,6,1,-1.45,2.4,3.1291,6,1.5,0.5,0,1
61,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,1,0,0,2,1,3,0,0.000902799,3,1,-2.62,1.2,3.1291,3,0,0.666666667,1,0
62,0,3,0,1,3,0,2,0,0,0,0,0,4,2,0,1,1,3,0,3,2,0,3,1,1,2,2,0,1,0,0,0,1,1,0,1,0,0,1,2,1,7,0,1,0,0,3,0,1,2,0,2,4,1,0,0,0,0,0,4.147058824,0.875,6,2.166666667,0.7,4,34,5,0.006620524,46,1.352941176,3.689705882,6.929411765,8.076483399,8.5,2.166666667,0.375,1,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,1,0,1,2,1,0,3,1.5,2.89,0.8,3.1291,2,1,0,0,0
64,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,3.428571429,1,1,1,1,1,7,0,0.001504664,8,1.142857143,0.625714286,2.8,3.1291,7,1,0.428571429,0,0
65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.375,1,2,2,0.75,3,8,0,0.001203732,9,1.125,-1.275,1.066666667,3.1291,2.666666667,2,0.5,8,0
66,2,0,0,0,1,1,0,0,0,0,0,1,1,2,2,1,0,0,1,5,0,1,1,1,1,0,3,1,1,1,1,1,0,1,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,2,0,1,1,0,1,1,2,4.444444444,0.882352941,5,1.8,0.636363636,3,18,3,0.003310262,22,1.222222222,1.172222222,2.4,3.1291,6,1.8,0.352941176,0,1
67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,1,2,0,0.000300933,2,1,-3.01,0.8,3.1291,2,2,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0,0,0,1,2,0,0,4,2,8.79,0.8,3.1291,2,0,0,0,0
69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,0,1,2,0,0.000300933,4,2,8.79,0.8,3.1291,2,2,0,0,0
70,1,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4.444444444,1,3,1.333333333,0.8,1,9,1,0.001203732,11,1.222222222,2.342222222,3.6,3.1291,9,1.333333333,0.375,0,0
71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,1,3,4,0,0.000300933,4,1,-3.27,0.533333333,3.1291,1.333333333,2,0.5,0,0
72,3,0,0,1,2,0,0,0,0,0,0,2,2,3,3,1,0,1,0,2,1,0,0,1,0,2,2,0,0,1,1,0,3,4,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,2,0,0,3,0,1,0,2,0,1,4.818181818,0.863636364,3,1.666666667,0.666666667,2,22,5,0.005115859,30,1.363636364,4.790909091,6.218181818,7.16862163,11,1.666666667,0.454545455,1,0
