ID,Affect, Article, Cause, Certain, Cogproc, Discrep, Insight, Motion, Negate, Negemo, They, SheHe, Prep, Ppron, Posemo, I, We, See, Hear, Social, Space, Tentat, Time, Conj, Excl, Incl, FocusPresent, FocusFuture, FocusPast, Differ, Reward, Risk, Quant, Compare, Swear, Netspeak, Interrog, You,Conj, Affiliation, Power,NN, NNP, PRP, PRP$, WP, DT, WDT, CD, RB, UH, VB, JJ, VBD, VBG, VBN, VBP, VBZ, MD,avg word length,Content Diversity,noun phrase count,noun phrase avg length,redundancy,sentences,words,big words,words captured %,syllables,syllables per word,flesh kincaid,fog index,smog index,avg words per sentence,NP avg length,stop words %,capital words,label,,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,0,1,4,0,0,5,1.25,0.72,1.6,3.1291,4,2,0,2,0
18,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1,1,1,1,2.5,1,8,1,0.001504664,8,1,-0.67,3.2,3.1291,8,1,0.714285714,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.333333333,1,1,1,1,2,1,3,1,0.000300933,6,2,9.18,14.53333333,8.841846275,3,1,0.666666667,0,0
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,1,0,0,2,2,8.4,0.4,3.1291,1,0,0,1,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1,2,1,1,2,0,0.000300933,3,1.5,2.89,0.8,3.1291,2,2,0.5,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,2,2,0,0,3,1.5,2.5,0.4,3.1291,1,1,0,1,0
23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.666666667,1,1,1,2,0.5,2,6,0,0.000601866,7,1.166666667,-0.653333333,1.2,3.1291,3,2,0.2,0,0
24,2,0,0,0,3,2,0,0,1,1,0,0,2,0,1,0,0,1,1,0,0,0,3,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,1,4.318181818,0,0.894736842,5,2.6,0.461538462,2,22,2,0.003009329,27,1.227272727,3.181818182,4.4,3.1291,11,2.6,0.315789474,0,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,1,1,1,2,0,1,3,0,0.000601866,3,1,-2.62,1.2,3.1291,3,2,0.333333333,3,0
26,2,0,0,0,1,0,1,0,0,1,0,0,1,2,1,1,1,0,0,2,2,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,1,0,3,0,1,1,0,1,0,0,2,0,1,1,1,1,0,1,0,1,1,4.352941176,0,0.882352941,2,2,1.571428571,1,17,4,0.003611195,24,1.411764706,7.698823529,13.85882353,13.0238668,17,2,0.588235294,1,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,1,0,0,2,2,8.4,0.4,3.1291,1,0,0,1,0
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5,1,1,2,2,0,1,6,1,0.000601866,8,1.333333333,2.483333333,2.4,3.1291,6,2,0,0,0
29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.777777778,0,1,2,4,1,3,9,0,0.000601866,9,1,-2.62,1.2,3.1291,3,4,0.5,2,0
30,2,3,0,1,2,0,0,0,0,0,0,0,1,2,2,2,0,1,1,0,1,0,1,1,1,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,3,0,0,2,0,2,1,0,0,0,1,1,1,0,7.392857143,0,0.772727273,9,1.777777778,1,5,28,8,0.00421306,39,1.392857143,3.029714286,5.097142857,6.742157985,5.6,1.777777778,0.5,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1,1,2,1.5,0,1,5,0,0,6,1.2,0.52,2,3.1291,5,1.5,0,0,0
32,1,1,1,0,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,1,0,1,0,1,2,0,0,0,0,0,10,0,1,0,0,2,0,0,1,0,1,1,1,0,0,2,0,0,0,5.214285714,0,0.95,12,1.666666667,0.125,6,28,5,0.002407463,38,1.357142857,2.244285714,4.723809524,6.4273556,4.666666667,1.666666667,0.2,11,0
33,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2.8,1,1,2,2,0.8,1,10,0,0.001203732,11,1.1,1.29,4,3.1291,10,2,0.375,0,0
34,3,0,0,0,2,0,1,0,0,0,0,1,1,2,3,1,0,0,0,3,0,0,0,1,0,1,3,0,1,1,0,0,1,0,2,2,0,0,1,1,0,6,0,0,2,0,0,0,0,1,0,0,1,1,0,0,2,0,2,1,4.095238095,0,0.95,6,1.166666667,1.333333333,2,21,3,0.003611195,29,1.380952381,4.800238095,6.104761905,7.16862163,10.5,1.166666667,0.55,2,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,2,4.2,0,0.6,4,2,0.25,1,10,0,0.000902799,14,1.4,4.83,4,3.1291,10,2,0.2,0,0
36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2.5,1,1,1,3,1.5,1,6,0,0.001203732,6,1,-1.45,2.4,3.1291,6,3,0.6,1,0
37,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,3.5,1,1,1,2,1,1,8,0,0.001504664,9,1.125,0.805,3.2,3.1291,8,2,0.428571429,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666666667,1,1,2,1.5,0,2,3,0,0,4,1.333333333,0.728333333,0.6,3.1291,1.5,1.5,0,1,0
39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,1,0,0.000300933,1,1,-3.4,0.4,3.1291,1,1,0,1,0
40,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.5,1,1,1,3,0.25,1,4,0,0.000601866,6,1.5,3.67,1.6,3.1291,4,3,0,1,0
41,3,0,0,0,1,0,1,0,0,1,0,0,1,3,2,3,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,4,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,4.357142857,0,0.75,1,1,0.875,3,14,3,0.002407463,14,1,-1.97,1.866666667,3.1291,4.666666667,1,0.5,2,0
42,0,1,1,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.6,0,0.9,3,1.333333333,1,1,10,2,0.001504664,12,1.2,2.47,4,3.1291,10,1.333333333,0.5,0,0
43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0.000300933,1,1,-3.4,0.4,3.1291,1,0,0,0,0
44,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,2,1,0,0,1,0,0,0,3.928571429,1,1,2,1.5,1.8,1,14,3,0.002708396,18,1.285714286,5.041428571,8.457142857,8.841846275,14,1.5,0.583333333,0,0
45,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,4.142857143,1,1,2,2,0.333333333,1,7,0,0.001203732,8,1.142857143,0.625714286,2.8,3.1291,7,2,0.25,0,0
46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3.888888889,1,1,2,2,1.666666667,1,9,0,0.001203732,9,1,-0.28,3.6,3.1291,9,2,0.625,0,0
47,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3.875,1,1,3,1.666666667,1,1,8,0,0.001203732,8,1,-0.67,3.2,3.1291,8,1.666666667,0.5,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333,1,1,2,1.5,1,1,6,1,0.000601866,6,1,-1.45,2.4,3.1291,6,1.5,0.5,0,1
49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,1,1,1,0.25,3,6,1,0.000300933,7,1.166666667,-1.043333333,0.8,3.1291,2,1,0.2,0,0
50,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,4,1,1,2,2,1,3,7,0,0.001203732,8,1.142857143,-1.194285714,0.933333333,3.1291,2.333333333,2,0.428571429,7,0
51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3.5,1,1,1,3,0,3,4,0,0.000601866,4,1,-3.27,0.533333333,3.1291,1.333333333,3,0,0,0
52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3.5,1,1,1,2,0.333333333,1,4,0,0.000902799,4,1,-2.23,1.6,3.1291,4,2,0.25,0,0
53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0.000300933,1,1,-3.4,0.4,3.1291,1,0,0,0,0
54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4.4,1,1,1,3,0.666666667,1,5,2,0.000902799,7,1.4,2.88,2,3.1291,5,3,0.25,0,0
55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0.000300933,1,1,-3.4,0.4,3.1291,1,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333,1,1,2,1.5,1,1,6,1,0.000601866,6,1,-1.45,2.4,3.1291,6,1.5,0.5,0,1
57,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.428571429,1,1,2,1.5,0.75,1,7,1,0.000601866,7,1,-1.06,2.8,3.1291,7,1.5,0.428571429,0,1
58,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,1,4.272727273,1,1,4,1.75,0.666666667,1,11,1,0.001805597,13,1.181818182,2.645454545,8.036363636,8.841846275,11,1.75,0.4,0,0
59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.444444444,0,1,1,7,3,2,9,0,0.000902799,10,1.111111111,-0.723888889,1.8,3.1291,4.5,7,0.75,0,0
60,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,4,1,1,1,3,1.333333333,1,7,1,0.001805597,10,1.428571429,3.997142857,8.514285714,8.841846275,7,3,0.571428571,0,0
61,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,4.142857143,1,1,2,2,0.333333333,1,7,0,0.001203732,8,1.142857143,0.625714286,2.8,3.1291,7,2,0.25,0,0
62,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,4.142857143,1,1,2,2,0.333333333,1,7,0,0.001203732,8,1.142857143,0.625714286,2.8,3.1291,7,2,0.25,0,0
63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.5,1,1,0,0,1,2,4,0,0.000601866,4,1,-3.01,0.8,3.1291,2,0,0.5,1,0
64,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,1,1,1,2,3,2,6,0,0.001203732,6,1,-2.62,1.2,3.1291,3,2,0.75,0,0
65,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,4.428571429,1,1,1,4,0.166666667,1,7,0,0.000902799,10,1.428571429,3.997142857,2.8,3.1291,7,4,0.142857143,0,0
66,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.333333333,1,1,1,2,0.333333333,1,3,0,0.000601866,5,1.666666667,5.246666667,1.2,3.1291,3,2,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,0,1,1,1,0,2,2,8.4,0.4,3.1291,1,1,0,0,0
68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0.000300933,1,1,-3.4,0.4,3.1291,1,0,0,0,0
69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,4.333333333,1,1,2,1.5,1,1,6,1,0.000902799,8,1.333333333,2.483333333,9.066666667,8.841846275,6,1.5,0.5,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2,0,0,2,1,-3.01,0.8,3.1291,2,0,0,0,0
71,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,1,1,1,3,1.333333333,1,7,0,0.001203732,8,1.142857143,0.625714286,2.8,3.1291,7,3,0.571428571,0,0
