ID,Affect, Article, Cause, Certain, Cogproc, Discrep, Insight, Motion, Negate, Negemo, They, SheHe, Prep, Ppron, Posemo, I, We, See, Hear, Social, Space, Tentat, Time, Conj, Excl, Incl, FocusPresent, FocusFuture, FocusPast, Differ, Reward, Risk, Quant, Compare, Swear, Netspeak, Interrog, You,Conj, Affiliation, Power,NN, NNP, PRP, PRP$, WP, DT, WDT, CD, RB, UH, VB, JJ, VBD, VBG, VBN, VBP, VBZ, MD,avg word length,Content Diversity,noun phrase count,noun phrase avg length,redundancy,sentences,words,big words,words captured %,syllables,syllables per word,flesh kincaid,fog index,smog index,avg words per sentence,NP avg length,stop words %,capital words,label,,
10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,1,4,1,0.000902799,5,1.25,0.72,1.6,3.1291,4,0,0.5,0,1
11,0,0,0,0,5,3,0,1,2,0,0,0,3,6,0,1,0,0,0,6,3,2,5,4,4,1,7,1,1,4,0,1,0,0,0,0,0,5,4,1,0,5,0,2,0,0,0,0,1,5,0,2,2,0,1,0,0,1,1,0,3.861111111,0,0.742857143,3,2,1.333333333,2,36,4,0.008426121,44,1.222222222,5.852222222,8.311111111,7.16862163,18,2,0.571428571,0,1
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,0,0,1,1,1,0,7,7,67.4,40.4,8.841846275,1,0,0,0,1
13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,1,1,1,1,0.333333333,1,3,2,0.000300933,5,1.666666667,5.246666667,1.2,3.1291,3,1,0,0,1
14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0.333333333,1,4,1,0.000300933,10,2.5,15.47,11.6,8.841846275,4,0,0.25,1,1
15,1,0,0,1,5,3,0,0,0,0,0,0,7,9,1,0,6,2,0,11,3,2,2,6,3,8,5,4,2,2,1,0,4,2,0,0,1,3,6,8,0,4,0,3,1,1,1,0,0,5,0,2,3,2,1,0,1,2,0,0,4.101694915,0,0.754385965,8,1.5,1.230769231,4,59,7,0.01143545,78,1.322033898,5.7625,8.611864407,8.841846275,14.75,1.5,0.543859649,0,1
16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3.833333333,1,1,1,2,1.5,1,6,1,0.000902799,8,1.333333333,2.483333333,2.4,3.1291,6,2,0.6,1,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,1,1,1,0.5,1,1,1,0,9,9,91,40.4,8.841846275,1,1,0.333333333,0,1
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,1,0,0,0,1,1,1,0,6,6,55.6,40.4,8.841846275,1,0,0,0,1
19,4,1,0,1,5,0,1,3,0,0,0,0,6,6,4,0,5,0,0,9,4,3,0,4,2,4,5,0,0,2,1,0,2,1,0,0,0,1,4,6,0,11,0,3,1,0,2,0,0,0,0,1,5,1,0,0,2,0,3,0,4.611111111,0,0.84,17,1.705882353,0.689655172,5,54,14,0.009027987,81,1.5,6.322,9.505185185,9.888512548,10.8,1.705882353,0.42,2,1
20,0,2,0,0,2,1,1,1,0,0,0,0,4,1,0,1,0,2,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,4.111111111,0,0.882352941,4,2,1.125,1,18,1,0.003912128,22,1.222222222,5.852222222,7.2,3.1291,18,2,0.529411765,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.666666667,1,1,1,3,0.666666667,1,6,2,0.000601866,9,1.5,4.45,2.4,3.1291,6,3,0.5,1,1
22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.5,1,1,1,3,0.25,1,6,1,0.000902799,10,1.666666667,6.416666667,9.066666667,8.841846275,6,3,0.333333333,3,1
23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,1,1,2,1,1,4,1,0.000902799,5,1.25,0.72,1.6,3.1291,4,2,0.5,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,1,1,1,2,1,1,4,1,0.000601866,5,1.25,0.72,1.6,3.1291,4,2,0.5,4,1
25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.444444444,1,1,5,1.6,0.2,3,9,3,0.000601866,19,2.111111111,10.49111111,14.53333333,8.841846275,3,1.6,0.166666667,0,1
26,2,2,2,0,7,4,0,0,0,0,0,0,5,6,2,4,0,0,0,4,2,3,1,3,2,3,5,0,0,2,0,0,1,1,0,0,0,2,3,0,0,5,0,2,1,0,2,1,0,1,0,3,3,1,0,0,0,1,0,0,3.844444444,0,0.825,7,1.857142857,1.095238095,5,45,6,0.007824255,55,1.222222222,2.342222222,6.266666667,7.554174237,9,1.857142857,0.475,3,1
27,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2.7,0,0.888888889,0,0,1.25,3,10,0,0.001805597,10,1,-2.49,1.333333333,3.1291,3.333333333,0,0.555555556,2,1
28,0,0,0,0,2,0,0,1,2,0,0,0,2,2,0,2,0,1,0,0,1,1,1,1,3,1,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,0,3.222222222,0,0.9375,0,0,1.714285714,2,18,2,0.003310262,20,1.111111111,1.031111111,3.6,3.1291,9,0,0.5625,1,0
29,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5,1,1,2,2,0.75,1,8,2,0.001203732,10,1.25,2.28,3.2,3.1291,8,2,0.428571429,0,1
30,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,1,0,1,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4.785714286,1,1,5,1.8,0.272727273,1,14,2,0.00210653,20,1.428571429,6.727142857,11.31428571,11.20814326,14,1.8,0.214285714,0,1
31,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,4.285714286,1,1,2,1.5,0.75,1,7,1,0.001504664,8,1.142857143,0.625714286,2.8,3.1291,7,1.5,0.428571429,0,0
32,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.833333333,1,1,2,2,1,1,6,1,0.000902799,8,1.333333333,2.483333333,2.4,3.1291,6,2,0.5,0,1
33,0,0,1,0,2,0,0,0,0,0,0,0,3,2,0,2,0,0,1,0,2,0,1,0,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,4.578947368,1,1,4,1.75,0.7,4,19,4,0.002407463,24,1.263157895,1.167763158,4.005263158,5.985473137,4.75,1.75,0.375,1,1
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.5,1,1,0,0,0.5,2,4,1,0.000300933,6,1.5,2.89,0.8,3.1291,2,0,0,0,0
35,1,2,1,0,3,1,1,0,0,0,1,0,2,4,1,1,2,0,1,3,2,0,2,1,0,1,4,0,1,0,0,0,0,0,0,0,1,0,1,2,1,4,0,3,0,0,2,1,0,1,0,1,5,1,0,0,2,0,1,0,3.692307692,1,1,5,1.8,0.928571429,3,26,3,0.004814926,33,1.269230769,2.766923077,6.543589744,7.793537801,8.666666667,1.8,0.461538462,2,0
36,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,4.083333333,1,1,2,2.5,0.625,2,12,1,0.00210653,16,1.333333333,2.483333333,2.4,3.1291,6,2.5,0.333333333,1,1
37,1,1,0,0,2,2,0,0,0,0,0,0,2,2,1,1,0,0,0,3,1,1,2,3,1,1,3,0,0,1,1,0,0,2,0,0,0,1,3,0,0,5,0,2,0,0,2,0,0,3,0,0,2,1,0,0,1,0,0,0,4.65625,0,0.766666667,12,1.416666667,0.65,9,32,9,0.003912128,41,1.28125,0.915416667,2.672222222,5.033348758,3.555555556,1.416666667,0.333333333,30,1
38,5,1,2,2,10,4,0,1,0,2,0,0,11,12,3,9,0,2,0,6,4,3,4,7,2,5,9,0,2,1,1,0,3,0,0,0,3,3,7,0,1,7,0,3,2,1,3,0,0,2,0,5,6,1,0,0,0,2,2,0,3.557142857,0,0.735294118,11,1.818181818,1.379310345,6,70,6,0.016250376,79,1.128571429,2.277142857,5.238095238,5.461318901,11.66666667,1.818181818,0.573529412,7,1
39,0,1,1,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,0,2,2,0,0,0,0,0,1,1,0,0,0,1,2,0,0,4,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,8.176470588,0,0.941176471,6,1.333333333,0.8,1,17,4,0.002708396,34,2,14.64,11.50588235,11.20814326,17,1.333333333,0.411764706,0,1
40,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.777777778,1,1,3,1.333333333,0.75,2,9,4,0.001203732,13,1.444444444,3.209444444,6.244444444,7.16862163,4.5,1.333333333,0.333333333,1,1
41,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.785714286,1,1,3,2.666666667,0.75,1,14,4,0.00210653,16,1.142857143,3.355714286,5.6,3.1291,14,2.666666667,0.384615385,0,1
42,0,0,0,1,1,1,0,0,0,0,0,0,3,3,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.818181818,0,0.8,3,1.333333333,2,2,11,3,0.002407463,14,1.272727273,1.573181818,2.2,3.1291,5.5,1.333333333,0.6,8,1
43,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7.714285714,1,1,2,1.5,0.4,1,7,1,0.001504664,9,1.285714286,2.311428571,2.8,3.1291,7,1.5,0.285714286,0,1
44,2,2,0,0,2,1,1,1,1,1,0,0,2,4,1,2,0,0,1,5,1,1,1,1,1,0,4,0,1,1,1,0,0,2,0,0,1,2,1,0,0,11,0,2,1,1,1,0,0,0,0,2,6,2,0,0,0,0,4,0,4.210526316,0,0.918918919,16,1.6875,0.444444444,5,38,5,0.006018658,47,1.236842105,1.968736842,5.145263158,6.742157985,7.6,1.6875,0.27027027,10,1
45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,2,4,2,0.000601866,6,1.5,2.89,0.8,3.1291,2,1,1,0,1
46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.538461538,0,0.916666667,3,2.333333333,0.5,3,13,2,0.00210653,14,1.076923077,-1.192307692,1.733333333,3.1291,4.333333333,2.333333333,0.333333333,1,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1,1,0,0,0,1,1,1,0,20,20,220.8,40.4,8.841846275,1,0,0,0,1
48,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3.285714286,1,1,1,2,1,1,7,0,0.001203732,7,1,-1.06,2.8,3.1291,7,2,0.5,0,0
49,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,3,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,2,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,3.384615385,1,1,3,1.666666667,0.75,1,13,1,0.00210653,13,1,1.28,5.2,3.1291,13,1.666666667,0.384615385,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,4.181818182,0,0.909090909,1,2,1,1,11,3,0.00210653,14,1.272727273,3.718181818,4.4,3.1291,11,2,0.454545455,1,1
51,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,2,0,2,0,2,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,3.625,0,0.923076923,3,1.666666667,0.666666667,1,16,1,0.003009329,19,1.1875,4.6625,6.4,3.1291,16,1.666666667,0.307692308,1,0
52,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,2,2,0,2,1,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,1,2,0,1,0,0,1,0,1,1,2,2,3.894736842,0,0.941176471,2,1.5,1.25,1,19,4,0.002708396,24,1.263157895,6.725263158,7.6,3.1291,19,1.5,0.529411765,0,0
53,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,9.272727273,1,1,5,1.6,0.8,2,11,2,0.001504664,17,1.545454545,4.791363636,5.836363636,7.16862163,5.5,1.6,0.375,1,1
54,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,21.14285714,1,1,3,1.666666667,0.166666667,1,7,2,0.001203732,26,3.714285714,30.96857143,14.22857143,11.20814326,7,1.666666667,0.142857143,1,1
55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.6,1,1,1,2,0.25,2,5,2,0.000601866,9,1.8,6.625,9,7.16862163,2.5,2,0.2,0,1
56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4.5,1,1,2,2,0.2,1,6,2,0.000601866,7,1.166666667,0.516666667,2.4,3.1291,6,2,0.166666667,0,1
57,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.083333333,0,0.916666667,2,1,2,1,12,2,0.002708396,13,1.083333333,1.873333333,4.8,3.1291,12,1,0.666666667,0,1
58,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,9.666666667,1,1,1,2,0.5,1,6,1,0.000601866,10,1.666666667,6.416666667,9.066666667,8.841846275,6,2,0.333333333,0,1
59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,1,1,1,1,1,2,1,0.000300933,3,1.5,2.89,0.8,3.1291,2,1,0.5,1,1
60,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,1,1,1,2,1.5,1,10,0,0.00210653,10,1,0.11,4,3.1291,10,2,0.555555556,1,0
61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,4.875,1,1,2,2.5,0.4,1,8,2,0.000902799,12,1.5,5.23,8.2,8.841846275,8,2.5,0.375,1,0
62,0,2,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4.454545455,0,0.909090909,2,2.5,0.833333333,1,11,2,0.00210653,15,1.363636364,4.790909091,8.036363636,8.841846275,11,2.5,0.454545455,0,0
63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3.25,1,1,0,0,0.75,1,8,1,0.000902799,9,1.125,0.805,3.2,3.1291,8,0,0.428571429,0,0
64,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.25,1,1,2,2.5,0.5,1,8,1,0.001504664,8,1,-0.67,3.2,3.1291,8,2.5,0.5,0,0
65,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,1,1,1,2,0.666666667,1,5,4,0.001203732,8,1.6,5.24,2,3.1291,5,2,0.25,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,1,0,1,1,0,1,3,0,0,5,1.666666667,5.246666667,14.53333333,8.841846275,3,1,0,0,0
67,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,1,0,0,3,0,0,1,0,0,3,0,1,0,1,0,2,0,4.15,0,0.777777778,7,1.714285714,0.9,4,20,4,0.002407463,27,1.35,2.29,4,5.985473137,5,1.714285714,0.444444444,3,0
68,1,2,2,1,8,1,2,0,0,0,0,0,2,2,1,1,1,6,0,2,1,1,2,4,1,1,9,0,0,1,2,0,4,1,0,0,2,0,4,1,0,5,0,2,0,0,5,0,0,5,0,0,3,0,0,0,4,0,1,0,4.097560976,0,0.846153846,8,2,1.052631579,3,41,6,0.008727054,50,1.219512195,4.130243902,7.417886179,7.793537801,13.66666667,2,0.512820513,1,0
69,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3.222222222,1,1,1,2,3.5,1,9,0,0.00210653,9,1,-0.28,3.6,3.1291,9,2,0.75,0,0
